input,output
"Style: Industrial, Modern & Contemporary | Material: MDF, Metal | Finish: Wood Finish | Assembly: Assembly Required | Color: Brown | Product Features: Includes Hardware, Storage | Dimensions: 39. 37 In. L X 11. 81 In. W X 31. 5 In. H | Warranty: 180 day Limited Distributor","Expertly crafted, this console table featuring a unique geometric metal base and rustic wood top oozes industrial chic. Seamlessly blending with a variety of decor styles, it offers a spacious tabletop for showcasing decor. Ideal for compact spaces due to its slim design, it can be ideally positioned in a hall, foyer, or behind a living room sofa. Let it display your cherished items, greenery, or family photos for a delightful personal touch in your space. "
"Style: Industrial | Material: Metal, Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Black, Brown | Product Features: Shelves | Dimensions: 42. 1 In. W X 55. 1 In. H X 19. 7 In. D | Warranty: 180 day Distributor","Create a comfortable workspace at home with this vintage industrial style computer desk with hutch and shelves. Made of high-quality wooden boards and sturdy metal legs, this simple but functional desk provides stability and durability for heavy-duty work. The divided hutch on top and open shelf below the desk can be used for storage or as a bookshelf, making it a versatile addition to your home office or study room. "
"Style: Modern & Contemporary, Urban | Material: MDF | Finish: Matte, Pink Finish, White Finish | Assembly: Assembly Required | Color: Pink, White | Product Features: Mirror Included, Touch Light | Dimensions: 15. 7 In. L X 31. 5 In. W X 52. 0 In. H | Warranty: 30 day Limited Manufacturer","Get the perfect makeup look with the Timechee 31. 5"" Wide Makeup Vanity Set with Stool, Mirror, and 3 Color Light. The LED lighted mirrors with touch switch have 3 different light options to ensure correct makeup in various daily activities. The table has ample storage space with 5 drawers and 4 shelves on the desktop for all your beauty needs. The padded stool is comfortable and can be placed completely under the table without taking up extra space. The tabletop is made of environmentally friendly MDF and the structure is firm, ensuring stability. This set is easy to assemble and an ideal gift for any female. Dimensions: 31. 5""W x 15. 7""D x 52""H. "
"Style: Modern & Contemporary | Material: MDF | Finish: Polished | Assembly: Assembly Required | Color: Black, Blue, Grey, White | Product Features: Includes Hardware | Dimensions: 59. 1 In. L X 15. 7 In. W X 31. 7 In. H | Warranty: 90 day Manufacturer",The concrete surface texture and minimalist style console table is a unique and stylish piece of furniture that is perfect for those who want to achieve a modern and industrial look in their living space. 
"Style: Mid-Century Modern | Material: Faux Leather, Metal | Finish: Painted | Assembly: Assembly Required | Color: Brown, Cream, Grey | Product Features: Footrest, Upholstered, With Arms | Dimensions: See Description | Warranty: 90 day Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Di(2-ethylhexyl)phthalate (DEHP), which is known to the State of California to cause cancer and birth defects or other reproductive harm. www. P65Warnings. ca. gov"
"Style: Mid-Century Modern, Modern & Contemporary | Material: MDF, Rubberwood | Finish: Walnut Finish | Assembly: Assembly Required | Color: Brown | Product Features: Drawers | Dimensions: 106. 5 In. W X 71. 0 In. H X 18. 0 In. D | Warranty: 30 day Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Wood dust, which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: Mid-Century Modern, Modern & Contemporary | Material: Fabric | Finish: Matte | Assembly: Assembly Required | Color: Beige, Grey, White | Product Features: Upholstered | Dimensions: 23. 5 In. L X 19. 0 In. W X 38. 0 In. H | Warranty: 1 year Manufacturer","Inspire retro design and modern style in your dining area with the Indulge Channel Tufted Counter Stools. Mid-century inspired channel tufting flows effortlessly into the matte black stainless steel sled base of this dining counter stool set of 2. Covered in soft polyester fabric, these upholstered counter bar stools are complete with dense foam padding creating a comfortable, supportive place to sit while dining. Bring contemporary style to a kitchen or dining area with this tufted counter bar stool set. Includes non-marking foot caps. Counter Bar Stool Weight Capacity: 330 lbs. "
"Style: Transitional | Material: Faux Leather, Rubberwood, Wood | Finish: Distressed | Assembly: Assembly Required | Color: Grey | Product Features: Butterfly Leaf, Solid Wood | Dimensions: 132. 0 In. X 40. 0 In. X 30. 0 In.  | Warranty: 1 year Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Formaldehyde (gas), which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: Casual, Transitional | Material: MDF, Veneer | Finish: Cherry Finish, Painted, Stained | Assembly: Assembled | Color: Beige, Black, Blue, Brown, Grey, Pink, Red, Silver, White, Yellow | Product Features: Includes Hardware | Dimensions: See Description | Warranty: 30 day Limited Manufacturer","Add a touch of elegance to your bedroom with the Burlington 2-drawer Wood Nightstand by Glory Furniture. Made from real wood veneers over manufactured and solid wood, this nightstand features solid metal drawer glides and English dovetail construction for lasting durability. The drawers are equipped with corner blocks to support the drawer bottoms, and nickel hardware drawer pulls add a touch of sophistication. With a transitional style and no assembly required, this fully assembled nightstand is the perfect blend of form and function. "
"Style: Mid-Century Modern, Modern & Contemporary, Traditional | Material: Upholstered | Finish: Wood Finish | Assembly: Assembly Required | Color: Beige, Black, Blue, Brown, Green, Grey, Orange, Yellow | Product Features: Nailheads, Stackable | Dimensions: 19. 7 In. L X 24. 4 In. W X 37. 4 In. H | Warranty: 1 year Limited Manufacturer","Upgrade your dining space with this set of 2 upholstered accent chairs. With a striking combination of transitional and Hollywood glam styles, these chairs feature plush velvet upholstery that is comfortable and durable. The high and embraced backrest provides ergonomic support while the silver decorative studs add an extra design element. Sold as a set of 2, these chairs are perfect for various occasions and are easy to assemble. "
"Style: Mid-Century Modern, Modern & Contemporary | Material: MDF | Finish: Matte | Assembly: Assembly Required | Color: Brown | Product Features: Includes Hardware | Dimensions: 70. 9 In. W X 21. 8 In. H X 15. 7 In. D | Warranty: 30 day Manufacturer","WARNING: Attention California residents: this product can expose you to chemicals including Diisononyl phthalate (DINP), which is known to the State of California to cause cancer, and including Di-isodecyl phthalate (DIDP), which is known to the State of California to cause birth defects or other reproductive harm. www. P65Warnings. ca. gov"
"Style: Mid-Century Modern | Material: MDF | Finish: Antique | Assembly: Assembly Required | Color: Black, Blue | Product Features: Includes Hardware | Dimensions: 37. 8 In. W X 36. 34 In. H X 17. 71 In. D | Warranty: 1 year Limited Manufacturer","With its spacious design, this large 4/6 drawer side cabinet effortlessly accommodates toys, clothes, magazines, wine bottles, bowls, and spoons, catering to various storage needs. Chest of drawer with retro-inspired design adds a timeless charm, making it suitable for placement in the living room, bedroom, dining room, or any other desired space. "
"Style: Traditional | Material: Wood | Finish: Cherry Finish | Assembly: Assembly Required | Color: Brown, White | Product Features: Includes Hardware | Dimensions: 59. 0 In. W X 31. 25 In. H X 19. 25 In. D | Warranty: 180 day Limited Manufacturer","Upgrade your bedroom storage with Camaflexi's Shaker Style Six Drawer Chest. This elegant pine wood dresser is finished with a rich protective cherry finish that brings out the natural beauty of the wood grains, making it a timeless addition to your bedroom décor. With its six generously sized drawers, you'll have plenty of space to store all your clothing and accessories. Antique style metal drawer knobs add an extra touch of charm. Pair it with the matching Shaker Style Mirror (sold separately) to complete the look. Built to last with Camaflexi's superior quality and workmanship, and eco-friendly materials sourced from renewable pine plantations. "
"Style: Modern & Contemporary, Transitional | Material: Faux Leather, Metal, Stainless Steel | Finish: Black Finish, Brushed, Metal Finish, Silver Finish, Stainless Steel Finish | Assembly: Assembly Required | Color: Black, Grey, White | Product Features: Footrest, Swivel, Upholstered | Dimensions: 22. 0 In. L X 21. 0 In. W X 36. 0 In. H | Warranty: 1 year Limited Manufacturer","Introduce a unique modern touch to your home with the Scranton Swivel Modern Metal and Faux Leather Bar and Counter Stool. Its sleek and contemporary design, featuring channel style stitching on the backrest, is complemented by a low arm design that allows you to comfortably pull up to your kitchen island, counter, or pub table. This stool also keeps you cool and comfortable with its open-lower back design and 360-degree swivel function for easy mobility. Available in Matte Black finish with Slate Grey faux leather, Brushed Stainless-Steel finish and Slate Gray faux leather, or Silver finish with White or Slate Grey faux leather upholstery, in Bar 30"" height or Counter 26"" height, and can support up to 250lbs per stool. "
"Style: Modern & Contemporary | Material: Laminate | Finish: Natural Finish | Assembly: Assembly Required | Color: Black, Multi, White | Product Features: Closed Storage | Dimensions: See Description | Warranty: 1 year Limited Manufacturer","Meet the Juniper Kitchen Island: a well-executed fusion of style, functionality, and construction excellence. It offers a large top surface to expand your workspace without excess intrusion. This island features a modish design rendered in color combinations of white/ light oak, black/ macadamia, black/ onyx, and white/ onyx. Its stand-out feature, a double-door cabinet, hosts two deep inner shelves each, making room for sizable kitchen essentials. The inclusion of two open shelves keeps frequently used items within reach, and the resilient metal hardware testifies to the quality construction. With the dimensions standing at 35. 4"" H x 59"" W x 25. 1"" D, this piece comes ready-to-assemble. "
